"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"my-inval-1e08bc1b883e43ab0088d0991bd3f8388d995440","LegalEntity","Fullerton Markets International Limited","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-1e0de35b4a0586cae41a093434290dbc9ab13c87","LegalEntity","Evogates","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-02-24T07:55:09","2026-04-17T07:55:03","2026-04-09T07:55:03"
"my-inval-1e3821fd9a67ca0e34440e6467f55384680d5f7d","LegalEntity","Gulf Capital Malaysia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-1e3ec2cb18a28a7339c91c80e673ee88fdfc1067","LegalEntity","RAY-E Securities","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-1e590d3c13d217d7f19fbbf8c5f106fdf0b5ffa4","LegalEntity","AURST","Aureston Capital Partners","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-05-21T07:56:32","2026-04-17T07:55:03","2025-05-21T07:56:32"
"my-inval-1e7b312b5fee15e4514fb1235954e9268150e2e5","LegalEntity","CS Smart Investment Syariah","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-1ef51dcec10bf428e395e54f8f0310c9328092b5","LegalEntity","Blueberry Markets","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-08-28T07:55:03","2026-04-17T07:55:03","2025-08-28T07:55:03"
"my-inval-1f3af4c77916f15b1100011356b325c79b5a657c","LegalEntity","Global Pro Investment","One Global Pro Investment","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-1f65df06999b433ca796e1e3bb92c2656da6de12","LegalEntity","Halal Capital","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-1f8781ba2ccd1a4dc1d939f234b1ba54399385de","LegalEntity","Torque Market Limited","Torque Trader","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-1fb76dce2d3f9dcf8565583f2d59dcc6e9bd731a","LegalEntity","Apex Investment","Apex Invests","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-1fe3471f563baf4ec4131826f85325775f2be930","LegalEntity","Potential clone entity - plus500invest.pro","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-05-21T07:56:32","2026-04-17T07:55:03","2025-05-21T07:56:32"
"my-inval-1fe8fc21616b0d983e02c0816ed12dc4d0cb1f53","LegalEntity","Fakhrul Razi bin Ahmad Husni (individual) (NRIC number: 910727-08-6013)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-1ffcbefdea3862834b04076590ade5fe7a7044cf","LegalEntity","Era Capital","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-201ba982fdbc8b6381245418e230facf472715a5","LegalEntity","Just2Trade","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-202ce48ccd76e419e6fe8cd7b5358d8a250a4582","LegalEntity","The Trading Pit","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-12-06T07:55:03","2026-04-17T07:55:03","2025-12-06T07:55:03"
"my-inval-20b05ebbf4519bd9dc6ba8787813d75f0a729b5f","LegalEntity","PHG Plus","Point Hope Global Plus","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-07-22T07:55:03","2026-04-17T07:55:03","2025-07-22T07:55:03"
"my-inval-20b0702aae12252195c60c57232af303f6fea64a","LegalEntity","Tung Tak","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-20d68d904ad8e585fd736c5d38ffc9f43803206f","LegalEntity","Equity World Advisory Sdn Bhd","","","","No,33 9-8 level 9 jln yap ah shak., Kuala Lumpur – 50300, Kuala Lumpur","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-20f352ff34715e255ccc1691df6e645335c948c4","LegalEntity","Ahmad Amiruddin Mohamed","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2115b00b89e7cc7878f82ef0854246242495f6d5","LegalEntity","Corona Investment Opportunity Limited (“Corona”)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-214cbb6d3771616298d76ea4750d6aadd5296953","LegalEntity","I-Makmur Ventures","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-216805f7ce9037334f78491f149c3cd5335421d0","LegalEntity","Al Ramz General Trading","Syarikat Al Ramz Investment","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-21734a0c171b7240421950dc91eb127788b024f5","LegalEntity","Global Asia Securities","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2190c356fbd0e3cf923fdbab9bdebbca5d9137ef","LegalEntity","Potential clone entity - Mase Global Resources","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-09-19T07:55:03","2026-04-17T07:55:03","2025-09-19T07:55:03"
"my-inval-21a117d52cb8b4a23c194f6f51e32c79399c2d66","LegalEntity","World Trade Center (M) Sdn Bhd","World Trade Centre Investment","","","Lot 5107 Lorong Cahya Maju 28, Taman Puteri Bandar Baru Samariang, Jalan Sultan Tengah, 93050 Kuching, Sarawak","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-21b41822df090b21c746e26461f1524f6633d710","LegalEntity","HTFX","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-12-20T07:55:04","2026-04-17T07:55:03","2024-12-20T07:55:04"
"my-inval-21b9817da940eb65a1fe719aa007aaed2f5e280e","LegalEntity","Capstone Alliance Group","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-21ce7e5b1fe64604ae4324673106e5d1f24996d8","LegalEntity","My Global Traders","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-08-28T07:55:03","2026-04-17T07:55:03","2025-11-03T07:55:02"
"my-inval-21dc6f890408361540662b87ee1269ab92988766","LegalEntity","International Global Traders","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2025-01-10T07:55:03"
"my-inval-2214fa30d7d18558473e9d2b8b8488b30ff3929d","LegalEntity","Wang Harian Dot Com","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-223ba2cefdd5541cf3cbf8b8a4a27774cfaa1c17","LegalEntity","Bold Prime","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-223da8217ae94860928a74dbff856a959b219885","LegalEntity","Classic 33 Trading","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-22620d95dc821d2296847b92f0e1cc4e614c390d","LegalEntity","MDEX Market","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-227950413e394fd5afe9f13b1e37e5a0f91536df","LegalEntity","Oanda Malaysia Corporation, OANDA SDN. BHD.","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2295bde6ffc513121f323819689bc28134877a82","LegalEntity","LFM Global","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-22daf1076ee606ad51aabada332d3387fad1286d","LegalEntity","Oqtima","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-07-25T07:55:04","2026-04-17T07:55:03","2024-07-25T07:55:04"
"my-inval-22f058932a98679760405e7a2463d5354675948c","LegalEntity","Barakah Investment Islamic","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2026-01-26T07:55:04","2026-04-17T07:55:03","2026-01-26T07:55:04"
"my-inval-22f1cc0bb8d9869060f21de646b520516ab3e164","LegalEntity","Bitcoin Trading Malaysia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-231ecac104b40f504603cb0a69cd64ac8f33a5f9","LegalEntity","Francis Tan @ Tan Poh Choon (NRIC: 470321105441) (Old IC: 2147073)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-23434a79f36ca61d4202d4ad9159f748f8459ce0","LegalEntity","The Private Placement","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-235b63ac9456184d80dbec416973f96cb528e9f9","LegalEntity","Am-Investment","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-240c5d7214dd0ff2e393076fa799b47420787f2f","LegalEntity","WAHED Global Trading Academy","Wahed Global","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-08-26T07:55:03"
"my-inval-241c9544f96c5c7e9eeea0c58d671e8fd8de9b48","LegalEntity","FT211","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2026-04-03T07:56:24","2026-04-17T07:55:03","2026-04-03T07:56:24"
"my-inval-242931d90c8b1f35b4ba9e383ea69559957a1713","LegalEntity","Raibot Look Easy","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-243aafd4da58b29c79adbda831e50ec26495d70f","LegalEntity","Fin Trade World","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-10-25T07:55:09","2026-04-17T07:55:03","2024-10-25T07:55:09"
"my-inval-245e3014e654604da94be51024086c056df1a376","LegalEntity","Mariet Jake Sophie & Dale Singleton","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2026-02-09T07:55:02","2026-04-17T07:55:03","2026-02-09T07:55:02"
"my-inval-24752732840195a3cc9241171aa49e807fd4415b","LegalEntity","Arbah Capital","Syarikat Arbah Capital Trading","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-254040ae4f92661ac4103377c5d7f0b24b87ec50","LegalEntity","BCI International PLC","Bridge Capital Advisors","","","Lot E008, Bangunan Financial Park Labuan, 87000 Wilayah Persekutuan, Labuan, Malaysia","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-254a46a30781b6813a7a8160200bdee47557b21c","LegalEntity","DDNK Menang Saham","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2025-07-11T07:56:36"
"my-inval-25b7520822e9a88cc4d300c164f0a33a342b9686","LegalEntity","CSI Venture Capital (M) Berhad","","","","Lot B-G10, Jalan Dataran 2, PJU 9, Bandar Sri Damansara, Kuala Lumpur","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-25c4250b4f5709026bf555458387f35f8d41495f","LegalEntity","360 Trade Hub","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-25e0328925dc15ac5d72d248f09773119ec8ab65","LegalEntity","Zenfinex","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-25f5be1cb556c60d1d3c9414e9f85fd7d3ea6428","LegalEntity","FXGT","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-08-17T07:55:03","2026-04-17T07:55:03","2024-08-17T07:55:03"
"my-inval-2604430b5286152d82b7aba93d96fa2edd99c754","LegalEntity","Capital XP","Quattro Holding Group Ltd","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2626d89d5b3b597c69aebc3fdd43e108a1238f1a","LegalEntity","VEBIT","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2026-03-20T07:56:27","2026-04-17T07:55:03","2026-03-20T07:56:27"
"my-inval-2661a84f82b2a0cd24fa79be495525dda36db448","LegalEntity","Uta Market","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-266e89c873b48fbfdfd64b74b05153df9e90f10c","LegalEntity","Potential clone entity - Uphold","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-03-11T07:55:04","2026-04-17T07:55:03","2026-04-09T07:55:03"
"my-inval-26964680dfe2783cf290ea7c74ee073d9fc51874","LegalEntity","Banxa","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-26a2a2e52651f22c0610603674466fce0b6d6567","LegalEntity","Sage Capital Research","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-26bc5d9ef728eb5581f1ee74847dc120a5442777","LegalEntity","Trade Master Partners","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2025-01-10T07:55:03"
"my-inval-26bd46d059fffd0dfd8d3af99d28a786b78d363a","LegalEntity","KCP Enterprise 201903259792 (003019913-U) (“KCP”)","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-26f822bffe9927671dcca73e3384518996ac6e19","LegalEntity","Pelaburan Mara","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-27566a6e0edf9fbc06076be337685a16d926217d","LegalEntity","WeFi","","","","eCurve 2A, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor, Malaysia","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2764b43ab551fe3d32552c1be46fbe5986441bbb","LegalEntity","Asean Union (Labuan) Foundation","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2767fc6028cc436044bd92335c78c1a619a7c79d","LegalEntity","FSMOne Malaysia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-02-10T07:55:03","2026-04-17T07:55:03","2025-02-10T07:55:03"
"my-inval-27e90e575bef48372b5465f61936f88a0fa50b99","LegalEntity","Pollywood","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-27ffb3cde89ac07813fb9c4ed3b241eaa1e5768e","LegalEntity","Engineer Saham","Ergonamos Marketing (JM0866656-H)","","","No 26B, Jalan Ekoperniagaan 10, Taman Kota Masai, 81700 Pasir Gudang, Johor","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2870d50d9604b43da0a8f38e3e8f7e19729d5c34","LegalEntity","Bursa Malaysia Free Trading","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-28ab7d61b72233e7ec69f6bd85ac12d175d13200","LegalEntity","Montego Finance & Securities Berhad","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-28e33c2e8a9421e5bbcbfd11278a374b21c459b1","LegalEntity","Newntrader","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-293fa4bce8b07a14e467c4082a66eead132d383b","LegalEntity","XPro Markets","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-297ad6f0968dda540b82f132bd61b6379529ee74","LegalEntity","TD Ameritrade","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2998203a59790cb0d511d5f533ec316f3364c2f3","LegalEntity","ATS-P","Artisan Partners","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-10-03T07:55:02","2026-04-17T07:55:03","2024-10-25T07:55:09"
"my-inval-299a2a5967a4e29f542c273470fb1e7f31a7ec45","LegalEntity","Go Markets","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-29a69232df9753a356dbf486dda89558e8815d5a","LegalEntity","Cambridge Capital Trading","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-29b1f114d39e9837d7ac8053d12517f62a9306c9","LegalEntity","Fiqh Global Investment Co.","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2a1b46641c4df30035a0ab496fc45002ece6d8ad","LegalEntity","Assets Harvest","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2a1c1dff042f4e1d1d751b0fda4895b6a8db598a","LegalEntity","Infinity Prosper Sdn Bhd","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2a4cdd4b8f7b55074170381ef6e998060be6112d","LegalEntity","Siti Mohaya Binti Mohd Zainal","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2a5da8bd23174607af5347acc10b04ca3f1ac26b","LegalEntity","Aiiman Asset","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2025-03-05T07:55:07"
"my-inval-2a6fd6cb33c140fc9617537b1be20d9e62ffb4dd","LegalEntity","CB.IRAQ","","","","Rashid Street, Baghdad, Iraq","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2ae328712e1b80c4a72c98a3b3d9a623a061da37","LegalEntity","TDX Global Technologies","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2ae6e6f33a83a2318923adaec62ccf49a2f1a0c9","LegalEntity","Al-Rajhi Global","","","","Lot M8-11 Level 8, Johor Baharu City Square, 80000 Johor Baharu","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2af1fc2a5ac817126fee6b4929a30178f8ce64e8","LegalEntity","Binance Market Network","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2b17d01ef6d722db5ada5599f59a17c7322e8af0","LegalEntity","Global XM Malaysia","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2b3e16299e1150984f90b96a0cfaea791ce81529","LegalEntity","Preferred Trusts","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2b45c942c8ea993f47fec8c93c795e890638191d","LegalEntity","L Capital","L&C TRD","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-11-26T07:55:05","2026-04-17T07:55:03","2024-11-26T07:55:05"
"my-inval-2b4a5cb8e49d273b32e48fb3a6ab2d5959dbaabc","LegalEntity","CGS International","cgsi_my1","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-08-04T07:55:02","2026-04-17T07:55:03","2025-08-04T07:55:02"
"my-inval-2b975a19ad56bf4577fbbf4e4d34825c93221342","LegalEntity","Pelaburan Syariah VIP","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2b988a1316f0f96acaf1d572bc627d46effa69a4","LegalEntity","Rocket Trader","Chase The Dream Come True;LTC;Project Traders","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2b9c939c6db879a2453acf4c1ece439e36899c8c","LegalEntity","Royal Win Trade","","","","Plot 544, Tingkat Perusahaan 4A, Free Trade Zone, Pulau Pinang, 13600 Perak","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2bbe3b69b5221a26e1390fbe0b8023d4b2074374","LegalEntity","Ultima Markets","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-11-18T07:55:02","2026-04-17T07:55:03","2024-11-18T07:55:02"
"my-inval-2bdc7ede5a23244c6a08594bb270f1a001fcfdad","LegalEntity","RHB Investment Bank Telegram Group","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2bde28c5fdafed12098613e6fa01163710f84363","LegalEntity","Az Zahrah Trading Limited","Az Zahrah Trading Sdn. Bhd.","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2bdf377ed88d4d0a454747d17a7af66f5ef68072","LegalEntity","IQ Option Ltd","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-08-26T07:55:03"
"my-inval-2c10de1cf14520dada1c8f91e8906f2910371440","LegalEntity","Variable Move Sdn Bhd (659761-P)","","","","3-03, Somerset Sri Bukt Ceylon, 8, Lorong Ceylon off Jalan Raja Chulan, 50200 KL","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2c2bf0bc24708717667b5fdaac21b7b66abf8ec7","LegalEntity","Crypto Currency Trade","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2c5ea178e90b97bc3d06f72e87e0d7214a6903a7","LegalEntity","WEBELL","Webull Securities Solution Sdn Bhd","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-01-08T07:55:03","2026-04-17T07:55:03","2026-03-04T07:55:56"
"my-inval-2c68277cb1607966973e239f581beb24cee85883","LegalEntity","Convenant Wealth","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-07-19T07:55:03","2026-04-17T07:55:03","2024-07-19T07:55:03"
"my-inval-2c7055a6940877afbd26c9c785092ca07ddf7166","LegalEntity","Wealthify Group Plt","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2c729a2f75b16b8712503159f0113861ae0c0be0","LegalEntity","MCP Exchange","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2c918116ef404be376c29199f0b50b3af954b67a","LegalEntity","Argaam Investment Sdn Bhd","Argaam Trading Investment","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2c91dffb8acfbb76ea8dec2e3e250dd3e892b8ea","LegalEntity","Solidus International","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2c94c7d90e0c93d2566ffc59888c65e0f24ecfe9","LegalEntity","BHM Capital Trading","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2c96aa45d2e27ca13ee03f3dc260f6e4c4e0b3bb","LegalEntity","Capital Raising Ventures International","Millennial Investments","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
"my-inval-2ca6a8afb85658cd3322086abbfe009dbd651ad4","LegalEntity","Equality & Opportunity Development | Equality Opportunity Management","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-09-23T07:55:51","2026-04-17T07:55:03","2025-10-07T07:55:02"
"my-inval-2cf85980e0e96f93e5d538869f6cd62d33762176","LegalEntity","VoxStreet KLSE","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-08-17T07:55:03","2026-04-17T07:55:03","2024-08-17T07:55:03"
"my-inval-2d0c32b054731db5b189c72f761997eb8b10ec3e","LegalEntity","Versus Trade","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-10-10T07:55:03","2026-04-17T07:55:03","2025-10-10T07:55:03"
"my-inval-2d27573861b36e178d268a81bb1f0ede1790e896","LegalEntity","Hetika Perintis","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2025-01-27T07:55:03","2026-04-17T07:55:03","2025-03-19T07:55:03"
"my-inval-2d44f10533b7afe98c554ba769ef193da006637d","LegalEntity","Investment Without Capital","","","","","","","","","","Malaysia Securities Commission Investor Alert List","2024-06-20T15:26:17","2026-04-17T07:55:03","2024-06-20T16:17:25"
